Zip,Population,County,State,WiredCount_2020,Fwcount_2020,AllProviderCount_2020,Wired25_3_2020,Wired100_3_2020,All25_3_2020,All100_3,TestCount,AverageMbps,FastestAverageMbps,%Access to Terrestrial Broadband,Lowest Priced Terrestrial Broadband Plan,WiredCount_2015,Fwcount_2015,AllProviderCount_2015,Wired25_3_2015,Wired100_3_2015,All25_3_2015,All100_3.1
23236,25822.0,Chesterfield,Virginia,4.0,0.0,9.0,2.0,2.0,4.0,2.0,19512.0,139.11,396.5,100%,39.99,4.0,0.0,6.0,2.0,2.0,2.0,2.0
23237,21192.0,Chesterfield,Virginia,4.0,0.0,9.0,2.0,2.0,4.0,2.0,7600.0,102.16,345.17,98%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
23806,2251.0,Chesterfield,Virginia,2.0,0.0,7.0,1.0,1.0,3.0,1.0,958.0,79.91,188.98,45%,79.99,2.0,0.0,4.0,1.0,1.0,1.0,1.0
23831,33079.0,Chesterfield,Virginia,4.0,0.0,9.0,2.0,2.0,4.0,2.0,37002.0,178.04,445.64,97%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
23832,33739.0,Chesterfield,Virginia,4.0,0.0,9.0,2.0,2.0,4.0,2.0,15864.0,148.2,345.99,100%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
23836,11444.0,Chesterfield,Virginia,4.0,0.0,9.0,2.0,2.0,4.0,3.0,6364.0,48.55,138.87,98%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
23838,15341.0,Chesterfield,Virginia,4.0,1.0,10.0,2.0,2.0,4.0,2.0,2396.0,176.12,499.14,99%,39.99,3.0,1.0,6.0,2.0,2.0,2.0,2.0
20130,281.0,Clarke,Virginia,1.0,3.0,9.0,0.0,0.0,5.0,0.0,2098.0,93.49,225.77,100%,79.99,1.0,0.0,3.0,0.0,0.0,0.0,0.0
20135,2834.0,Clarke,Virginia,3.0,2.0,11.0,1.0,1.0,4.0,1.0,1894.0,59.17,169.63,100%,79.99,3.0,1.0,6.0,2.0,2.0,2.0,2.0
22611,8757.0,Clarke,Virginia,3.0,2.0,11.0,1.0,1.0,4.0,1.0,2040.0,15.88,47.36,100%,79.99,2.0,2.0,6.0,1.0,1.0,1.0,1.0
22620,2348.0,Clarke,Virginia,3.0,2.0,11.0,1.0,1.0,4.0,2.0,1314.0,3.9,10.92,100%,79.99,2.0,1.0,5.0,1.0,1.0,1.0,1.0
23834,25612.0,Colonial Heights,Virginia,4.0,0.0,9.0,2.0,2.0,4.0,2.0,10006.0,72.1,226.86,99%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
24127,4261.0,Craig,Virginia,4.0,1.0,11.0,3.0,2.0,5.0,3.0,3000.0,13.79,37.48,72%,59.95,3.0,2.0,7.0,1.0,0.0,1.0,0.0
20106,5142.0,Culpeper,Virginia,4.0,4.0,13.0,2.0,2.0,8.0,3.0,2294.0,26.77,39.91,100%,79.99,3.0,1.0,6.0,1.0,1.0,2.0,1.0
22701,31444.0,Culpeper,Virginia,4.0,2.0,11.0,2.0,2.0,6.0,4.0,48832.0,108.76,322.31,98%,39.99,3.0,1.0,6.0,2.0,2.0,3.0,2.0
22713,1406.0,Culpeper,Virginia,3.0,2.0,10.0,2.0,2.0,6.0,3.0,1010.0,7.55,17.24,94%,79.99,2.0,1.0,5.0,1.0,1.0,2.0,1.0
22714,1129.0,Culpeper,Virginia,2.0,1.0,8.0,1.0,1.0,4.0,2.0,1440.0,11.35,24.69,92%,79.99,2.0,1.0,5.0,1.0,1.0,2.0,1.0
22718,534.0,Culpeper,Virginia,1.0,1.0,7.0,0.0,0.0,3.0,1.0,86.0,34.79,68.8,99%,159.99,1.0,1.0,4.0,0.0,0.0,1.0,0.0
22724,2282.0,Culpeper,Virginia,2.0,1.0,8.0,1.0,1.0,4.0,2.0,890.0,77.71,181.03,100%,79.99,2.0,1.0,5.0,1.0,1.0,2.0,1.0
22726,776.0,Culpeper,Virginia,0.0,1.0,6.0,0.0,0.0,3.0,1.0,16.0,12.51,25.2,97%,159.99,0.0,1.0,3.0,0.0,0.0,1.0,0.0
22733,1469.0,Culpeper,Virginia,2.0,2.0,9.0,1.0,1.0,5.0,3.0,260.0,8.87,14.11,99%,79.99,2.0,1.0,5.0,1.0,1.0,2.0,1.0
22735,2277.0,Culpeper,Virginia,1.0,2.0,8.0,1.0,1.0,5.0,3.0,4.0,122.13,122.16,98%,79.99,1.0,1.0,4.0,1.0,1.0,2.0,1.0
22736,732.0,Culpeper,Virginia,0.0,1.0,6.0,0.0,0.0,3.0,1.0,4.0,22.97,27.96,58%,159.99,0.0,1.0,3.0,0.0,0.0,1.0,0.0
22737,2936.0,Culpeper,Virginia,2.0,1.0,8.0,1.0,1.0,4.0,2.0,2750.0,13.61,32.95,98%,79.99,2.0,1.0,5.0,1.0,1.0,2.0,1.0
22741,182.0,Culpeper,Virginia,1.0,1.0,7.0,0.0,0.0,3.0,1.0,4.0,7.8,8.31,100%,159.99,1.0,1.0,4.0,0.0,0.0,1.0,0.0
24540,32170.0,Danville,Virginia,8.0,2.0,15.0,5.0,4.0,7.0,4.0,17972.0,44.7,109.41,95%,45.0,6.0,2.0,10.0,2.0,1.0,2.0,1.0
24541,28221.0,Danville,Virginia,8.0,2.0,15.0,5.0,4.0,7.0,4.0,11280.0,77.97,232.13,97%,45.0,6.0,2.0,10.0,2.0,1.0,2.0,1.0
24220,895.0,Dickenson,Virginia,2.0,2.0,8.0,1.0,1.0,4.0,1.0,4.0,21.89,21.89,100%,45.95,1.0,0.0,3.0,0.0,0.0,0.0,0.0
24226,1433.0,Dickenson,Virginia,3.0,1.0,8.0,2.0,2.0,5.0,2.0,334.0,39.97,88.81,100%,45.95,2.0,0.0,4.0,1.0,0.0,1.0,0.0
24228,7016.0,Dickenson,Virginia,5.0,1.0,10.0,3.0,3.0,6.0,3.0,1974.0,63.51,214.22,96%,45.95,2.0,0.0,4.0,1.0,0.0,1.0,0.0
24237,1192.0,Dickenson,Virginia,3.0,2.0,9.0,3.0,3.0,6.0,3.0,34.0,4.22,10.75,100%,45.95,2.0,0.0,4.0,2.0,1.0,2.0,1.0
24256,3491.0,Dickenson,Virginia,6.0,2.0,12.0,4.0,4.0,7.0,4.0,1136.0,13.28,30.7,99%,45.95,3.0,0.0,5.0,2.0,1.0,2.0,1.0
23805,19490.0,Dinwiddie,Virginia,4.0,0.0,9.0,2.0,2.0,4.0,3.0,58882.0,105.99,185.79,89%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
23840,1858.0,Dinwiddie,Virginia,2.0,0.0,7.0,1.0,1.0,3.0,1.0,528.0,25.91,58.89,25%,79.99,2.0,0.0,4.0,1.0,1.0,1.0,1.0
23841,3479.0,Dinwiddie,Virginia,3.0,0.0,8.0,1.0,1.0,3.0,1.0,850.0,88.34,221.17,57%,79.99,2.0,0.0,4.0,1.0,1.0,1.0,1.0
23872,2376.0,Dinwiddie,Virginia,3.0,0.0,8.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,36%,79.99,2.0,0.0,4.0,1.0,1.0,1.0,1.0
23885,2807.0,Dinwiddie,Virginia,3.0,0.0,8.0,1.0,1.0,3.0,1.0,82.0,23.82,54.15,66%,79.99,2.0,0.0,4.0,1.0,1.0,1.0,1.0
22436,746.0,Essex,Virginia,2.0,1.0,8.0,1.0,1.0,4.0,1.0,236.0,6.11,13.2,29%,39.99,2.0,1.0,5.0,1.0,0.0,2.0,0.0
22454,1796.0,Essex,Virginia,2.0,1.0,8.0,1.0,1.0,4.0,2.0,10.0,14.51,57.67,90%,39.99,2.0,1.0,5.0,1.0,0.0,2.0,0.0
22560,6704.0,Essex,Virginia,3.0,2.0,10.0,1.0,1.0,4.0,2.0,13486.0,25.49,85.15,91%,39.99,2.0,2.0,6.0,1.0,0.0,2.0,0.0
20120,40695.0,Fairfax County,Virginia,5.0,1.0,12.0,3.0,3.0,6.0,3.0,189868.0,143.55,419.05,100%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
20121,27988.0,Fairfax County,Virginia,4.0,1.0,11.0,2.0,2.0,5.0,2.0,28518.0,144.35,502.11,99%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
20124,14857.0,Fairfax County,Virginia,5.0,0.0,11.0,3.0,3.0,5.0,3.0,6002.0,73.88,131.83,100%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
20151,21374.0,Fairfax County,Virginia,6.0,1.0,13.0,4.0,4.0,7.0,4.0,29544.0,65.42,148.06,100%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
20170,41236.0,Fairfax County,Virginia,5.0,1.0,12.0,3.0,3.0,6.0,3.0,184124.0,152.14,493.28,100%,39.99,4.0,0.0,6.0,3.0,3.0,3.0,3.0
20171,45887.0,Fairfax County,Virginia,5.0,1.0,12.0,3.0,3.0,6.0,3.0,204224.0,105.98,306.62,100%,39.99,4.0,0.0,6.0,2.0,2.0,2.0,2.0
20190,17529.0,Fairfax County,Virginia,5.0,1.0,12.0,4.0,4.0,7.0,4.0,82988.0,260.77,445.26,99%,39.99,4.0,1.0,7.0,3.0,3.0,3.0,3.0
20191,29128.0,Fairfax County,Virginia,5.0,1.0,12.0,3.0,3.0,6.0,3.0,143036.0,166.18,531.62,100%,39.99,4.0,0.0,6.0,3.0,3.0,3.0,3.0
20194,13165.0,Fairfax County,Virginia,5.0,1.0,12.0,3.0,3.0,6.0,3.0,15520.0,183.38,529.35,100%,39.99,4.0,0.0,6.0,3.0,3.0,3.0,3.0
22003,55990.0,Fairfax County,Virginia,5.0,0.0,11.0,3.0,3.0,5.0,3.0,105804.0,154.64,492.8,99%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
22015,43102.0,Fairfax County,Virginia,3.0,0.0,9.0,2.0,2.0,4.0,2.0,159612.0,99.43,303.08,100%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
22027,2362.0,Fairfax County,Virginia,3.0,0.0,9.0,2.0,2.0,4.0,2.0,2578.0,143.56,175.95,100%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
22030,55066.0,Fairfax County,Virginia,5.0,0.0,11.0,3.0,3.0,5.0,3.0,178242.0,150.66,431.96,92%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
22031,29795.0,Fairfax County,Virginia,5.0,0.0,11.0,3.0,3.0,5.0,3.0,80196.0,123.61,393.95,90%,39.99,4.0,1.0,7.0,3.0,3.0,4.0,4.0
22032,29377.0,Fairfax County,Virginia,5.0,0.0,11.0,3.0,3.0,5.0,3.0,86668.0,154.39,441.06,99%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
22033,37691.0,Fairfax County,Virginia,5.0,1.0,12.0,3.0,3.0,6.0,3.0,45174.0,93.6,266.7,100%,39.99,4.0,0.0,6.0,2.0,2.0,2.0,2.0
22035,0.0,Fairfax County,Virginia,3.0,0.0,9.0,2.0,2.0,4.0,2.0,1134.0,87.24,165.06,0%,39.99,2.0,0.0,4.0,1.0,1.0,1.0,1.0
22039,18364.0,Fairfax County,Virginia,4.0,0.0,10.0,3.0,3.0,5.0,3.0,15868.0,102.48,175.81,100%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
22041,27989.0,Fairfax County,Virginia,5.0,0.0,11.0,3.0,3.0,5.0,3.0,40614.0,94.16,238.92,99%,39.99,4.0,0.0,6.0,3.0,3.0,3.0,3.0
22042,33537.0,Fairfax County,Virginia,6.0,0.0,12.0,4.0,4.0,6.0,4.0,76626.0,113.5,312.68,99%,39.99,4.0,0.0,6.0,3.0,3.0,3.0,3.0
22043,24302.0,Fairfax County,Virginia,7.0,0.0,13.0,5.0,5.0,7.0,5.0,38496.0,115.15,313.73,97%,39.99,4.0,0.0,6.0,3.0,3.0,3.0,3.0
22044,14092.0,Fairfax County,Virginia,6.0,0.0,12.0,4.0,4.0,6.0,4.0,7522.0,74.71,146.94,99%,39.99,4.0,0.0,6.0,3.0,3.0,3.0,3.0
22060,8878.0,Fairfax County,Virginia,4.0,0.0,10.0,3.0,3.0,5.0,3.0,420.0,52.14,93.76,91%,39.99,4.0,0.0,6.0,3.0,3.0,3.0,3.0
22066,18099.0,Fairfax County,Virginia,4.0,1.0,11.0,3.0,3.0,6.0,3.0,67872.0,155.47,428.69,100%,39.99,4.0,0.0,6.0,3.0,3.0,3.0,3.0
22079,32059.0,Fairfax County,Virginia,5.0,0.0,11.0,3.0,3.0,5.0,3.0,45978.0,112.91,280.57,100%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
22101,29887.0,Fairfax County,Virginia,4.0,0.0,10.0,3.0,3.0,5.0,3.0,101294.0,187.45,522.92,100%,39.99,4.0,0.0,6.0,3.0,3.0,3.0,3.0
22102,21985.0,Fairfax County,Virginia,5.0,0.0,11.0,3.0,3.0,5.0,3.0,84810.0,146.86,420.74,99%,39.99,4.0,0.0,6.0,2.0,2.0,2.0,2.0
22124,17558.0,Fairfax County,Virginia,4.0,0.0,10.0,2.0,2.0,4.0,2.0,22610.0,206.78,525.81,100%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
22150,27105.0,Fairfax County,Virginia,5.0,0.0,11.0,3.0,3.0,5.0,3.0,22554.0,64.32,144.88,100%,39.99,3.0,1.0,6.0,2.0,2.0,3.0,3.0
22151,17456.0,Fairfax County,Virginia,4.0,0.0,10.0,2.0,2.0,4.0,2.0,5764.0,96.49,257.77,100%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
22152,28550.0,Fairfax County,Virginia,4.0,0.0,10.0,2.0,2.0,4.0,2.0,76502.0,138.73,334.67,100%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
22153,31285.0,Fairfax County,Virginia,3.0,0.0,9.0,2.0,2.0,4.0,2.0,62714.0,153.08,471.93,100%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
22180,23491.0,Fairfax County,Virginia,4.0,0.0,10.0,2.0,2.0,4.0,2.0,110130.0,124.39,365.1,100%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
22181,14879.0,Fairfax County,Virginia,5.0,0.0,11.0,3.0,3.0,5.0,3.0,36452.0,128.75,323.31,96%,39.99,4.0,0.0,6.0,3.0,3.0,3.0,3.0
22182,24863.0,Fairfax County,Virginia,4.0,0.0,10.0,3.0,3.0,5.0,3.0,43852.0,116.99,279.36,100%,39.99,4.0,2.0,8.0,3.0,3.0,4.0,4.0
22185,0.0,Fairfax County,Virginia,2.0,0.0,8.0,1.0,1.0,3.0,1.0,8.0,7.07,11.2,0%,65.99,2.0,0.0,4.0,1.0,1.0,1.0,1.0
22303,12601.0,Fairfax County,Virginia,4.0,0.0,10.0,2.0,2.0,4.0,2.0,18586.0,189.11,328.83,100%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
22306,32326.0,Fairfax County,Virginia,5.0,0.0,11.0,3.0,3.0,5.0,3.0,70366.0,192.85,508.49,97%,39.99,4.0,0.0,6.0,3.0,3.0,3.0,3.0
22307,9581.0,Fairfax County,Virginia,5.0,0.0,11.0,3.0,3.0,5.0,3.0,6410.0,144.9,476.57,100%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
22308,12737.0,Fairfax County,Virginia,3.0,0.0,9.0,2.0,2.0,4.0,2.0,14536.0,107.34,167.2,100%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
22309,33220.0,Fairfax County,Virginia,5.0,0.0,11.0,3.0,3.0,5.0,3.0,64302.0,129.24,403.83,97%,39.99,4.0,0.0,6.0,3.0,3.0,3.0,3.0
22310,29609.0,Fairfax County,Virginia,5.0,0.0,11.0,3.0,3.0,5.0,3.0,60406.0,157.93,430.87,100%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
22312,30614.0,Fairfax County,Virginia,5.0,0.0,11.0,3.0,3.0,5.0,3.0,62032.0,162.06,500.29,100%,39.99,4.0,0.0,6.0,3.0,3.0,3.0,3.0
22315,26202.0,Fairfax County,Virginia,5.0,0.0,11.0,3.0,3.0,5.0,3.0,40548.0,155.33,514.73,99%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
22046,16235.0,Falls Church,Virginia,6.0,0.0,12.0,4.0,4.0,6.0,4.0,52750.0,190.75,510.68,95%,39.99,5.0,1.0,8.0,4.0,4.0,4.0,4.0
20115,5838.0,Fauquier,Virginia,3.0,4.0,12.0,1.0,1.0,7.0,2.0,10114.0,10.75,25.58,100%,79.99,2.0,3.0,7.0,1.0,1.0,3.0,1.0
20119,3946.0,Fauquier,Virginia,2.0,2.0,10.0,1.0,1.0,5.0,2.0,1338.0,9.03,16.27,100%,79.99,2.0,0.0,4.0,1.0,1.0,1.0,1.0
20137,1510.0,Fauquier,Virginia,4.0,2.0,12.0,2.0,2.0,6.0,3.0,746.0,26.44,61.54,100%,39.99,2.0,0.0,4.0,1.0,1.0,1.0,1.0
20144,1012.0,Fauquier,Virginia,2.0,3.0,10.0,1.0,1.0,6.0,2.0,3842.0,7.71,19.83,100%,79.99,1.0,1.0,4.0,0.0,0.0,1.0,0.0
20184,839.0,Fauquier,Virginia,0.0,3.0,8.0,0.0,0.0,5.0,0.0,304.0,14.89,34.38,100%,79.99,0.0,2.0,4.0,0.0,0.0,1.0,0.0
20186,14557.0,Fauquier,Virginia,3.0,3.0,11.0,1.0,1.0,6.0,2.0,10850.0,36.08,91.04,100%,79.99,2.0,1.0,5.0,1.0,1.0,2.0,1.0
20187,15252.0,Fauquier,Virginia,4.0,3.0,13.0,2.0,2.0,7.0,3.0,15966.0,95.84,262.83,100%,39.99,2.0,1.0,5.0,1.0,1.0,2.0,1.0
20198,2492.0,Fauquier,Virginia,3.0,3.0,12.0,2.0,2.0,7.0,3.0,1840.0,10.19,21.07,100%,39.99,3.0,2.0,7.0,2.0,2.0,3.0,2.0
22639,560.0,Fauquier,Virginia,2.0,2.0,9.0,0.0,0.0,4.0,1.0,214.0,3.51,8.77,100%,79.99,2.0,0.0,4.0,0.0,0.0,0.0,0.0
22643,197.0,Fauquier,Virginia,1.0,2.0,8.0,0.0,0.0,4.0,1.0,162.0,17.68,43.56,100%,79.99,1.0,0.0,3.0,0.0,0.0,0.0,0.0
22712,8415.0,Fauquier,Virginia,3.0,2.0,10.0,1.0,1.0,5.0,2.0,4954.0,110.57,174.55,100%,79.99,2.0,1.0,5.0,1.0,1.0,2.0,1.0
22720,1059.0,Fauquier,Virginia,3.0,2.0,10.0,1.0,1.0,5.0,2.0,74.0,1.66,5.58,100%,79.99,2.0,1.0,5.0,1.0,1.0,2.0,1.0
22728,3310.0,Fauquier,Virginia,3.0,2.0,11.0,1.0,1.0,5.0,2.0,2502.0,35.14,90.4,100%,79.99,2.0,1.0,5.0,1.0,1.0,2.0,1.0
22734,3187.0,Fauquier,Virginia,3.0,2.0,10.0,1.0,1.0,5.0,2.0,420.0,7.26,16.86,100%,79.99,2.0,1.0,5.0,1.0,1.0,2.0,1.0
22742,1926.0,Fauquier,Virginia,1.0,2.0,8.0,0.0,0.0,4.0,1.0,852.0,4.05,12.11,100%,79.99,1.0,1.0,4.0,0.0,0.0,1.0,0.0
24072,1298.0,Floyd,Virginia,3.0,1.0,10.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,83%,49.95,2.0,2.0,6.0,0.0,0.0,0.0,0.0
24079,1766.0,Floyd,Virginia,5.0,1.0,12.0,3.0,2.0,5.0,3.0,12.0,1.04,3.02,57%,49.95,3.0,1.0,6.0,1.0,1.0,1.0,1.0
24091,7215.0,Floyd,Virginia,4.0,1.0,11.0,3.0,2.0,5.0,3.0,19392.0,23.76,89.24,69%,49.95,3.0,1.0,6.0,1.0,1.0,1.0,1.0
24105,500.0,Floyd,Virginia,2.0,1.0,9.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,50%,59.95,2.0,0.0,4.0,0.0,0.0,0.0,0.0
24380,2639.0,Floyd,Virginia,2.0,1.0,9.0,2.0,1.0,4.0,2.0,1428.0,20.81,26.93,80%,49.95,1.0,1.0,4.0,0.0,0.0,0.0,0.0
22963,15401.0,Fluvanna,Virginia,3.0,0.0,9.0,3.0,3.0,5.0,4.0,22030.0,84.75,231.81,90%,65.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0
22974,5385.0,Fluvanna,Virginia,3.0,0.0,8.0,3.0,3.0,5.0,4.0,1308.0,8.68,19.09,95%,65.0,2.0,1.0,5.0,2.0,1.0,2.0,1.0
23022,930.0,Fluvanna,Virginia,2.0,0.0,8.0,1.0,1.0,3.0,2.0,132.0,20.69,29.74,51%,79.99,2.0,1.0,5.0,1.0,1.0,1.0,1.0
23055,915.0,Fluvanna,Virginia,2.0,0.0,7.0,1.0,1.0,3.0,2.0,328.0,72.46,156.66,88%,79.99,2.0,1.0,5.0,1.0,1.0,1.0,1.0
24065,6141.0,Franklin County,Virginia,5.0,2.0,13.0,3.0,2.0,6.0,3.0,2180.0,68.56,251.77,93%,65.0,4.0,1.0,7.0,3.0,2.0,3.0,2.0
24067,2230.0,Franklin County,Virginia,4.0,2.0,12.0,2.0,1.0,5.0,2.0,774.0,8.2,8.59,75%,65.0,4.0,2.0,8.0,2.0,1.0,2.0,1.0
24088,5408.0,Franklin County,Virginia,2.0,0.0,8.0,2.0,1.0,4.0,2.0,1156.0,22.13,43.81,69%,65.0,2.0,2.0,6.0,2.0,1.0,2.0,1.0
24101,6132.0,Franklin County,Virginia,6.0,2.0,14.0,4.0,3.0,8.0,3.0,1958.0,23.3,49.47,93%,65.0,5.0,1.0,8.0,3.0,3.0,3.0,3.0
24102,1697.0,Franklin County,Virginia,2.0,1.0,8.0,2.0,1.0,5.0,1.0,52.0,2.46,7.2,45%,79.99,2.0,2.0,6.0,1.0,1.0,1.0,1.0
24137,2582.0,Franklin County,Virginia,3.0,2.0,11.0,2.0,1.0,6.0,1.0,434.0,11.26,32.36,82%,65.0,3.0,2.0,7.0,1.0,1.0,1.0,1.0
24151,20000.0,Franklin County,Virginia,3.0,2.0,11.0,3.0,2.0,7.0,2.0,17022.0,39.59,120.05,94%,65.0,3.0,1.0,6.0,2.0,1.0,2.0,1.0
24176,1360.0,Franklin County,Virginia,2.0,1.0,9.0,2.0,1.0,5.0,1.0,270.0,24.31,36.22,86%,65.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0
24184,4705.0,Franklin County,Virginia,3.0,2.0,11.0,3.0,2.0,6.0,2.0,5180.0,44.72,132.09,94%,65.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0
22602,28443.0,Frederick,Virginia,4.0,2.0,12.0,2.0,2.0,5.0,3.0,23276.0,148.39,430.32,89%,39.99,3.0,1.0,6.0,2.0,2.0,2.0,2.0
22603,13910.0,Frederick,Virginia,4.0,2.0,12.0,2.0,2.0,5.0,2.0,1488.0,50.66,94.32,80%,39.99,4.0,1.0,7.0,2.0,2.0,2.0,2.0
22624,2565.0,Frederick,Virginia,3.0,2.0,11.0,2.0,2.0,5.0,2.0,30.0,12.74,27.24,99%,39.99,3.0,1.0,6.0,2.0,2.0,2.0,2.0
22625,3641.0,Frederick,Virginia,3.0,0.0,9.0,1.0,1.0,3.0,1.0,142.0,12.02,33.74,60%,79.99,2.0,0.0,4.0,1.0,1.0,1.0,1.0
22637,1970.0,Frederick,Virginia,3.0,1.0,10.0,1.0,1.0,3.0,1.0,50.0,39.2,101.57,24%,79.99,2.0,1.0,5.0,1.0,1.0,1.0,1.0
22645,3880.0,Frederick,Virginia,6.0,1.0,12.0,2.0,2.0,5.0,3.0,2370.0,72.87,259.77,87%,39.99,5.0,1.0,8.0,2.0,2.0,2.0,2.0
22655,19328.0,Frederick,Virginia,4.0,2.0,11.0,2.0,2.0,5.0,3.0,17704.0,79.53,226.28,99%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
22656,2381.0,Frederick,Virginia,3.0,1.0,10.0,2.0,2.0,5.0,2.0,22548.0,395.73,521.72,100%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
22663,1536.0,Frederick,Virginia,3.0,2.0,10.0,2.0,2.0,5.0,3.0,32.0,26.09,164.35,100%,39.99,3.0,1.0,6.0,2.0,2.0,2.0,2.0
22401,24286.0,Fredericksburg,Virginia,5.0,0.0,11.0,3.0,3.0,5.0,3.0,23558.0,140.51,520.11,95%,39.99,5.0,0.0,7.0,3.0,3.0,3.0,3.0
24333,17996.0,Galax,Virginia,9.0,3.0,18.0,8.0,6.0,11.0,7.0,10764.0,68.66,219.13,94%,45.0,5.0,1.0,8.0,2.0,2.0,2.0,2.0
24086,210.0,Giles,Virginia,2.0,2.0,10.0,0.0,0.0,3.0,1.0,4.0,7.52,11.19,100%,85.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0
24128,1872.0,Giles,Virginia,1.0,2.0,9.0,0.0,0.0,3.0,1.0,1936.0,4.97,11.02,45%,85.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0
24134,5741.0,Giles,Virginia,4.0,3.0,13.0,2.0,2.0,5.0,3.0,1770.0,67.32,198.59,97%,40.0,2.0,2.0,6.0,1.0,1.0,2.0,1.0
24136,3393.0,Giles,Virginia,3.0,2.0,11.0,1.0,1.0,4.0,2.0,3850.0,10.22,13.78,100%,40.0,3.0,2.0,7.0,1.0,1.0,2.0,1.0
24147,1201.0,Giles,Virginia,2.0,1.0,8.0,1.0,1.0,4.0,2.0,550.0,6.06,16.7,100%,40.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0
24150,693.0,Giles,Virginia,4.0,2.0,12.0,2.0,2.0,5.0,3.0,218.0,6.3,20.71,88%,40.0,3.0,2.0,7.0,1.0,1.0,2.0,1.0
23061,21208.0,Gloucester,Virginia,3.0,1.0,9.0,1.0,1.0,4.0,2.0,17662.0,74.96,191.85,95%,65.99,2.0,0.0,4.0,1.0,1.0,1.0,1.0
23062,2340.0,Gloucester,Virginia,3.0,0.0,8.0,1.0,1.0,3.0,2.0,60.0,76.56,265.84,100%,65.99,2.0,0.0,4.0,1.0,1.0,1.0,1.0
23072,11541.0,Gloucester,Virginia,3.0,0.0,8.0,1.0,1.0,3.0,2.0,4670.0,69.58,162.41,98%,65.99,2.0,0.0,4.0,1.0,1.0,1.0,1.0
23038,1775.0,Goochland,Virginia,2.0,0.0,8.0,1.0,1.0,3.0,2.0,72.0,5.46,13.49,7%,79.99,1.0,1.0,4.0,0.0,0.0,0.0,0.0
23039,1056.0,Goochland,Virginia,2.0,0.0,7.0,1.0,1.0,3.0,1.0,96.0,26.95,45.86,53%,79.99,2.0,0.0,4.0,1.0,1.0,1.0,1.0
23063,5278.0,Goochland,Virginia,3.0,0.0,8.0,1.0,1.0,3.0,2.0,1886.0,94.99,275.55,52%,79.99,2.0,0.0,4.0,1.0,1.0,1.0,1.0
23065,1909.0,Goochland,Virginia,2.0,2.0,9.0,1.0,1.0,4.0,2.0,114.0,6.65,13.3,47%,79.99,2.0,1.0,5.0,1.0,1.0,1.0,1.0
23103,4634.0,Goochland,Virginia,3.0,0.0,8.0,1.0,1.0,3.0,1.0,1180.0,155.37,343.87,97%,79.99,2.0,0.0,4.0,1.0,1.0,1.0,1.0
23153,1334.0,Goochland,Virginia,2.0,0.0,7.0,1.0,1.0,3.0,2.0,2688.0,95.43,273.85,97%,79.99,2.0,0.0,4.0,1.0,1.0,1.0,1.0
24292,535.0,Grayson,Virginia,3.0,0.0,7.0,3.0,2.0,5.0,2.0,0.0,0.0,0.0,100%,45.95,3.0,1.0,6.0,2.0,2.0,2.0,2.0
